InsertionSort,inputs/quase_ordenado_10a4.txt,10778798
InsertionSort,inputs/quase_ordenado_10a6.txt,6450255526
InsertionSort,inputs/faixa_pequena_10a4.txt,19692839
InsertionSort,inputs/faixa_pequena_10a6.txt,99257227247
InsertionSort,inputs/faixa_grande_10a4.txt,29117353
InsertionSort,inputs/faixa_grande_10a6.txt,99381450162
InsertionSort,inputs/quase_ordenado_10a4.txt,10217319
InsertionSort,inputs/quase_ordenado_10a6.txt,6369202107
InsertionSort,inputs/faixa_pequena_10a4.txt,20627532
InsertionSort,inputs/faixa_pequena_10a6.txt,99610707194
InsertionSort,inputs/faixa_grande_10a4.txt,29386585
InsertionSort,inputs/faixa_grande_10a6.txt,99553361345
InsertionSort,inputs/quase_ordenado_10a4.txt,9385081
InsertionSort,inputs/quase_ordenado_10a6.txt,6375875984
InsertionSort,inputs/faixa_pequena_10a4.txt,17727784
InsertionSort,inputs/faixa_pequena_10a6.txt,99110684125
InsertionSort,inputs/faixa_grande_10a4.txt,32219679
InsertionSort,inputs/faixa_grande_10a6.txt,103849497910
InsertionSort,inputs/quase_ordenado_10a4.txt,6645016
InsertionSort,inputs/quase_ordenado_10a6.txt,6503703289
InsertionSort,inputs/faixa_pequena_10a4.txt,22318901
InsertionSort,inputs/faixa_pequena_10a6.txt,101678823581
InsertionSort,inputs/faixa_grande_10a4.txt,30948797
InsertionSort,inputs/faixa_grande_10a6.txt,100316584379
InsertionSort,inputs/quase_ordenado_10a4.txt,10358994
InsertionSort,inputs/quase_ordenado_10a6.txt,6441023996
InsertionSort,inputs/faixa_pequena_10a4.txt,39908311
InsertionSort,inputs/faixa_pequena_10a6.txt,99084337964
InsertionSort,inputs/faixa_grande_10a4.txt,37592676
InsertionSort,inputs/faixa_grande_10a6.txt,100754765904
InsertionSort,inputs/quase_ordenado_10a4.txt,9821270
InsertionSort,inputs/quase_ordenado_10a6.txt,6605722730
InsertionSort,inputs/faixa_pequena_10a4.txt,16111194
InsertionSort,inputs/faixa_pequena_10a6.txt,99185291451
InsertionSort,inputs/faixa_grande_10a4.txt,28727609
InsertionSort,inputs/faixa_grande_10a6.txt,99412114448
InsertionSort,inputs/quase_ordenado_10a4.txt,10688967
InsertionSort,inputs/quase_ordenado_10a6.txt,6367891711
InsertionSort,inputs/faixa_pequena_10a4.txt,40188106
InsertionSort,inputs/faixa_pequena_10a6.txt,100828209893
InsertionSort,inputs/faixa_grande_10a4.txt,32013240
InsertionSort,inputs/faixa_grande_10a6.txt,99506922956
InsertionSort,inputs/quase_ordenado_10a4.txt,11649171
InsertionSort,inputs/quase_ordenado_10a6.txt,6361654715
InsertionSort,inputs/faixa_pequena_10a4.txt,46574143
InsertionSort,inputs/faixa_pequena_10a6.txt,99084310122
InsertionSort,inputs/faixa_grande_10a4.txt,33717827
InsertionSort,inputs/faixa_grande_10a6.txt,99424803654
InsertionSort,inputs/quase_ordenado_10a4.txt,10451924
InsertionSort,inputs/quase_ordenado_10a6.txt,6414235561
InsertionSort,inputs/faixa_pequena_10a4.txt,20554389
InsertionSort,inputs/faixa_pequena_10a6.txt,99498581109
InsertionSort,inputs/faixa_grande_10a4.txt,31806276
InsertionSort,inputs/faixa_grande_10a6.txt,99277725589
InsertionSort,inputs/quase_ordenado_10a4.txt,10488061
InsertionSort,inputs/quase_ordenado_10a6.txt,6401335174
InsertionSort,inputs/faixa_pequena_10a4.txt,37882694
InsertionSort,inputs/faixa_pequena_10a6.txt,98996799896
InsertionSort,inputs/faixa_grande_10a4.txt,42018301
InsertionSort,inputs/faixa_grande_10a6.txt,99760389295
