QuickSort,inputs/quase_ordenado_10a4.txt,4474106
QuickSort,inputs/quase_ordenado_10a6.txt,53928561
QuickSort,inputs/faixa_pequena_10a4.txt,2023468
QuickSort,inputs/faixa_pequena_10a6.txt,64106894
QuickSort,inputs/faixa_grande_10a4.txt,3219408
QuickSort,inputs/faixa_grande_10a6.txt,99063795
QuickSort,inputs/quase_ordenado_10a4.txt,4163138
QuickSort,inputs/quase_ordenado_10a6.txt,60296431
QuickSort,inputs/faixa_pequena_10a4.txt,1887426
QuickSort,inputs/faixa_pequena_10a6.txt,63968440
QuickSort,inputs/faixa_grande_10a4.txt,3349199
QuickSort,inputs/faixa_grande_10a6.txt,94173939
QuickSort,inputs/quase_ordenado_10a4.txt,3740135
QuickSort,inputs/quase_ordenado_10a6.txt,46696859
QuickSort,inputs/faixa_pequena_10a4.txt,1538122
QuickSort,inputs/faixa_pequena_10a6.txt,66764404
QuickSort,inputs/faixa_grande_10a4.txt,2693495
QuickSort,inputs/faixa_grande_10a6.txt,92202491
QuickSort,inputs/quase_ordenado_10a4.txt,4510224
QuickSort,inputs/quase_ordenado_10a6.txt,44584503
QuickSort,inputs/faixa_pequena_10a4.txt,1989171
QuickSort,inputs/faixa_pequena_10a6.txt,67325437
QuickSort,inputs/faixa_grande_10a4.txt,3208045
QuickSort,inputs/faixa_grande_10a6.txt,88993027
QuickSort,inputs/quase_ordenado_10a4.txt,3649181
QuickSort,inputs/quase_ordenado_10a6.txt,47215775
QuickSort,inputs/faixa_pequena_10a4.txt,1636204
QuickSort,inputs/faixa_pequena_10a6.txt,74805143
QuickSort,inputs/faixa_grande_10a4.txt,2617272
QuickSort,inputs/faixa_grande_10a6.txt,87649068
QuickSort,inputs/quase_ordenado_10a4.txt,4440834
QuickSort,inputs/quase_ordenado_10a6.txt,46145822
QuickSort,inputs/faixa_pequena_10a4.txt,1693436
QuickSort,inputs/faixa_pequena_10a6.txt,67462599
QuickSort,inputs/faixa_grande_10a4.txt,1585884
QuickSort,inputs/faixa_grande_10a6.txt,100272396
QuickSort,inputs/quase_ordenado_10a4.txt,4494494
QuickSort,inputs/quase_ordenado_10a6.txt,60574970
QuickSort,inputs/faixa_pequena_10a4.txt,1724953
QuickSort,inputs/faixa_pequena_10a6.txt,66468114
QuickSort,inputs/faixa_grande_10a4.txt,5463636
QuickSort,inputs/faixa_grande_10a6.txt,87233579
QuickSort,inputs/quase_ordenado_10a4.txt,4003379
QuickSort,inputs/quase_ordenado_10a6.txt,60416878
QuickSort,inputs/faixa_pequena_10a4.txt,2079267
QuickSort,inputs/faixa_pequena_10a6.txt,64071815
QuickSort,inputs/faixa_grande_10a4.txt,2490174
QuickSort,inputs/faixa_grande_10a6.txt,100115714
QuickSort,inputs/quase_ordenado_10a4.txt,4054664
QuickSort,inputs/quase_ordenado_10a6.txt,68182465
QuickSort,inputs/faixa_pequena_10a4.txt,1549139
QuickSort,inputs/faixa_pequena_10a6.txt,66119479
QuickSort,inputs/faixa_grande_10a4.txt,2681530
QuickSort,inputs/faixa_grande_10a6.txt,88832401
QuickSort,inputs/quase_ordenado_10a4.txt,3533131
QuickSort,inputs/quase_ordenado_10a6.txt,55079480
QuickSort,inputs/faixa_pequena_10a4.txt,1657169
QuickSort,inputs/faixa_pequena_10a6.txt,66516224
QuickSort,inputs/faixa_grande_10a4.txt,2373502
QuickSort,inputs/faixa_grande_10a6.txt,101314457
